"AssignmentId","WorkerId","HITId","AcceptTime","SubmitTime","ApprovalTime","TimeToComplete","PMID","AbstractId","Question1","Question2","Question3","Question4","Relevant","Honeypot"
"31HQ4X3T3TNSDWBVBRPZ2IJSIEPLS6","A1JVUD5XUB9H48","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-18T13:04:31Z","2015-01-18T13:05:30Z","2015-01-18T14:07:38Z","18429.666666667",23558715,879,"Yes",8,"-","-",0,0
"31HQ4X3T3TNSDWBVBRPZ2IJSIEPLS6","A1JVUD5XUB9H48","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-18T13:04:31Z","2015-01-18T13:05:30Z","2015-01-18T14:07:38Z","18429.666666667",24792028,348,"Yes",1,"-","-",0,0
"31HQ4X3T3TNSDWBVBRPZ2IJSIEPLS6","A1JVUD5XUB9H48","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-18T13:04:31Z","2015-01-18T13:05:30Z","2015-01-18T14:07:38Z","18429.666666667",25066163,1324,"Yes",1,"-","-",0,0
"38F5OAUN5OP4828DW3CQFZUPEJ77H2","A19PATBI3SQNU0","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-18T17:40:36Z","2015-01-18T23:12:50Z","2015-01-19T00:17:39Z","34056.666666667",23558715,879,"CantTell",13,"No","-",0,0
"38F5OAUN5OP4828DW3CQFZUPEJ77H2","A19PATBI3SQNU0","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-18T17:40:36Z","2015-01-18T23:12:50Z","2015-01-19T00:17:39Z","34056.666666667",24792028,348,"Yes",1,"-","-",0,0
"38F5OAUN5OP4828DW3CQFZUPEJ77H2","A19PATBI3SQNU0","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-18T17:40:36Z","2015-01-18T23:12:50Z","2015-01-19T00:17:39Z","34056.666666667",25066163,1324,"Yes",1,"-","-",0,0
"3E47SOBEYR9AGEETT22MVXNIF80ICO","A3HPVFAF1U9WXK","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-19T09:15:24Z","2015-01-19T09:16:11Z","2015-01-19T10:17:36Z","14634.333333333",23558715,879,"Yes",7,"-","-",0,0
"3E47SOBEYR9AGEETT22MVXNIF80ICO","A3HPVFAF1U9WXK","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-19T09:15:24Z","2015-01-19T09:16:11Z","2015-01-19T10:17:36Z","14634.333333333",24792028,348,"Yes",1,"-","-",0,0
"3E47SOBEYR9AGEETT22MVXNIF80ICO","A3HPVFAF1U9WXK","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-19T09:15:24Z","2015-01-19T09:16:11Z","2015-01-19T10:17:36Z","14634.333333333",25066163,1324,"Yes",1,"-","-",0,0
"3N1FSUEFL6DQDZLS89VTL2VHVR0D4V","A3PGULUBHF331P","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-20T09:56:10Z","2015-01-20T09:56:58Z","2015-01-20T10:57:46Z",0,23558715,879,"Yes",7,"-","-",0,0
"3N1FSUEFL6DQDZLS89VTL2VHVR0D4V","A3PGULUBHF331P","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-20T09:56:10Z","2015-01-20T09:56:58Z","2015-01-20T10:57:46Z",0,24792028,348,"Yes",1,"-","-",0,0
"3N1FSUEFL6DQDZLS89VTL2VHVR0D4V","A3PGULUBHF331P","39O0SQZVJNKFBCON25JI4K1BP8VR7M","2015-01-20T09:56:10Z","2015-01-20T09:56:58Z","2015-01-20T10:57:46Z",0,25066163,1324,"Yes",1,"-","-",0,0
"3VZLGYJEYMNKE2EYK2MV95BIC1IXZQ","A1JVUD5XUB9H48","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-16T17:14:25Z","2015-01-16T17:20:48Z","2015-01-16T18:22:38Z",126511,22665583,524,"No","-","-","-",0,0
"3VZLGYJEYMNKE2EYK2MV95BIC1IXZQ","A1JVUD5XUB9H48","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-16T17:14:25Z","2015-01-16T17:20:48Z","2015-01-16T18:22:38Z",126511,24674844,800,"No","-","-","-",0,0
"3VZLGYJEYMNKE2EYK2MV95BIC1IXZQ","A1JVUD5XUB9H48","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-16T17:14:25Z","2015-01-16T17:20:48Z","2015-01-16T18:22:38Z",126511,23990045,1713,"No","-","-","-",0,0
"3OXV7EAXLF36AUN9Y8IW5RTJ04A36Z","A3PGULUBHF331P","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-19T23:56:12Z","2015-01-19T23:57:21Z","2015-01-20T00:57:39Z",22518,22665583,524,"No","-","-","-",0,0
"3OXV7EAXLF36AUN9Y8IW5RTJ04A36Z","A3PGULUBHF331P","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-19T23:56:12Z","2015-01-19T23:57:21Z","2015-01-20T00:57:39Z",22518,24674844,800,"No","-","-","-",0,0
"3OXV7EAXLF36AUN9Y8IW5RTJ04A36Z","A3PGULUBHF331P","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-19T23:56:12Z","2015-01-19T23:57:21Z","2015-01-20T00:57:39Z",22518,23990045,1713,"No","-","-","-",0,0
"3A9AA95ATXZHYFSIRN5YQOIK95SP5I","AYALPYEQ512PP","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-20T01:59:00Z","2015-01-20T02:02:42Z","2015-01-20T03:07:38Z","71783.666666667",22665583,524,"Yes","NoInfo","Yes","CantTell",0,0
"3A9AA95ATXZHYFSIRN5YQOIK95SP5I","AYALPYEQ512PP","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-20T01:59:00Z","2015-01-20T02:02:42Z","2015-01-20T03:07:38Z","71783.666666667",24674844,800,"Yes","NoInfo","No","-",0,0
"3A9AA95ATXZHYFSIRN5YQOIK95SP5I","AYALPYEQ512PP","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-20T01:59:00Z","2015-01-20T02:02:42Z","2015-01-20T03:07:38Z","71783.666666667",23990045,1713,"No","-","-","-",0,0
"3N4BPTXIO95X83LHFW8Y2JO1EDYUKP","A8L450UGY77XB","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-20T19:06:45Z","2015-01-20T19:10:06Z","2015-01-20T20:12:36Z","12110.333333333",22665583,524,"No","-","-","-",0,0
"3N4BPTXIO95X83LHFW8Y2JO1EDYUKP","A8L450UGY77XB","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-20T19:06:45Z","2015-01-20T19:10:06Z","2015-01-20T20:12:36Z","12110.333333333",24674844,800,"No","-","-","-",0,0
"3N4BPTXIO95X83LHFW8Y2JO1EDYUKP","A8L450UGY77XB","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-20T19:06:45Z","2015-01-20T19:10:06Z","2015-01-20T20:12:36Z","12110.333333333",23990045,1713,"No","-","-","-",0,0
"3TE3O85731LABVPAMW7PXCFNQEK2RJ","AV3CA0IYNRCCJ","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-21T01:26:28Z","2015-01-21T01:27:43Z","2015-01-21T02:32:37Z","24143.333333333",22665583,524,"Yes","NoInfo","Yes","No",0,0
"3TE3O85731LABVPAMW7PXCFNQEK2RJ","AV3CA0IYNRCCJ","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-21T01:26:28Z","2015-01-21T01:27:43Z","2015-01-21T02:32:37Z","24143.333333333",24674844,800,"No","-","-","-",0,0
"3TE3O85731LABVPAMW7PXCFNQEK2RJ","AV3CA0IYNRCCJ","3BAKUKE49HP10Q9LDP293AAYMMW1R0","2015-01-21T01:26:28Z","2015-01-21T01:27:43Z","2015-01-21T02:32:37Z","24143.333333333",23990045,1713,"No","-","-","-",0,0
"3TOK3KHVJUVE0JU00G7GZ8RQQ4KO74","A3HPVFAF1U9WXK","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-17T16:57:17Z","2015-01-17T16:58:50Z","2015-01-17T18:02:38Z","30034.333333333",24291681,486,"Yes",1,"-","-",0,0
"3TOK3KHVJUVE0JU00G7GZ8RQQ4KO74","A3HPVFAF1U9WXK","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-17T16:57:17Z","2015-01-17T16:58:50Z","2015-01-17T18:02:38Z","30034.333333333",23923354,109,"Yes",352,"CantTell","No",1,0
"3TOK3KHVJUVE0JU00G7GZ8RQQ4KO74","A3HPVFAF1U9WXK","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-17T16:57:17Z","2015-01-17T16:58:50Z","2015-01-17T18:02:38Z","30034.333333333",24248284,1593,"Yes",1,"-","-",0,0
"3QIYRE09Y4UI7CFMALQUJ908XAEN1U","A3PGULUBHF331P","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-19T20:25:18Z","2015-01-19T20:26:46Z","2015-01-19T21:27:39Z",28833,24291681,486,"Yes",1,"-","-",0,0
"3QIYRE09Y4UI7CFMALQUJ908XAEN1U","A3PGULUBHF331P","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-19T20:25:18Z","2015-01-19T20:26:46Z","2015-01-19T21:27:39Z",28833,23923354,109,"Yes",352,"Yes","No",1,0
"3QIYRE09Y4UI7CFMALQUJ908XAEN1U","A3PGULUBHF331P","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-19T20:25:18Z","2015-01-19T20:26:46Z","2015-01-19T21:27:39Z",28833,24248284,1593,"Yes",1,"-","-",0,0
"3BDCF01OGY7P9IN4AXHOK47TZ0RYL5","A19PATBI3SQNU0","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-19T23:12:25Z","2015-01-20T00:31:54Z","2015-01-20T01:32:38Z","281894.66666667",24291681,486,"Yes",1,"-","-",0,0
"3BDCF01OGY7P9IN4AXHOK47TZ0RYL5","A19PATBI3SQNU0","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-19T23:12:25Z","2015-01-20T00:31:54Z","2015-01-20T01:32:38Z","281894.66666667",23923354,109,"Yes",352,"No","-",1,0
"3BDCF01OGY7P9IN4AXHOK47TZ0RYL5","A19PATBI3SQNU0","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-19T23:12:25Z","2015-01-20T00:31:54Z","2015-01-20T01:32:38Z","281894.66666667",24248284,1593,"Yes",1,"-","-",0,0
"3WJ1OXY92BTTYT5I02U4CD3GCA8A86","A1VS2PFZRWWPO3","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-20T16:32:05Z","2015-01-20T16:33:09Z","2015-01-20T17:37:37Z","20772.666666667",24291681,486,"Yes",1,"-","-",0,0
"3WJ1OXY92BTTYT5I02U4CD3GCA8A86","A1VS2PFZRWWPO3","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-20T16:32:05Z","2015-01-20T16:33:09Z","2015-01-20T17:37:37Z","20772.666666667",23923354,109,"Yes",352,"Yes","No",1,0
"3WJ1OXY92BTTYT5I02U4CD3GCA8A86","A1VS2PFZRWWPO3","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-20T16:32:05Z","2015-01-20T16:33:09Z","2015-01-20T17:37:37Z","20772.666666667",24248284,1593,"Yes",1,"-","-",0,0
"3Z2R0DQ0JIRL2RK50QNPY5G4BPU2E6","AV3CA0IYNRCCJ","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-21T01:14:28Z","2015-01-21T01:15:20Z","2015-01-21T02:17:36Z",16437,24291681,486,"Yes",1,"-","-",0,0
"3Z2R0DQ0JIRL2RK50QNPY5G4BPU2E6","AV3CA0IYNRCCJ","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-21T01:14:28Z","2015-01-21T01:15:20Z","2015-01-21T02:17:36Z",16437,23923354,109,"Yes",352,"No","-",1,0
"3Z2R0DQ0JIRL2RK50QNPY5G4BPU2E6","AV3CA0IYNRCCJ","3FVBZG9CLJRO47A0L1MFB1PIULRH0F","2015-01-21T01:14:28Z","2015-01-21T01:15:20Z","2015-01-21T02:17:36Z",16437,24248284,1593,"Yes",1,"-","-",0,0
"3TR2532VIQ7HV8PY1TAJLYA8WZN6J1","A8L450UGY77XB","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-17T12:26:25Z","2015-01-17T12:30:32Z","2015-01-17T13:32:37Z","30281.333333333",23678665,973,"No","-","-","-",0,0
"3TR2532VIQ7HV8PY1TAJLYA8WZN6J1","A8L450UGY77XB","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-17T12:26:25Z","2015-01-17T12:30:32Z","2015-01-17T13:32:37Z","30281.333333333",24428592,429,"Yes",1,"-","-",0,0
"3TR2532VIQ7HV8PY1TAJLYA8WZN6J1","A8L450UGY77XB","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-17T12:26:25Z","2015-01-17T12:30:32Z","2015-01-17T13:32:37Z","30281.333333333",24761256,4,"Yes",57,"No","-",1,0
"3Z7VU45IPZUCO1T5D91OEW7H7OR1ZU","AKOZJ09D39MAZ","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-19T23:23:59Z","2015-01-19T23:26:51Z","2015-01-20T00:27:38Z",56714,23678665,973,"Yes","NoInfo","No","-",0,0
"3Z7VU45IPZUCO1T5D91OEW7H7OR1ZU","AKOZJ09D39MAZ","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-19T23:23:59Z","2015-01-19T23:26:51Z","2015-01-20T00:27:38Z",56714,24428592,429,"Yes",1,"-","-",0,0
"3Z7VU45IPZUCO1T5D91OEW7H7OR1ZU","AKOZJ09D39MAZ","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-19T23:23:59Z","2015-01-19T23:26:51Z","2015-01-20T00:27:38Z",56714,24761256,4,"Yes",57,"No","-",1,0
"38F71OA9GU93F9OU5JQFVWF2TV0MF9","A3HPVFAF1U9WXK","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-20T09:15:07Z","2015-01-20T09:16:29Z","2015-01-20T10:17:37Z","25960.333333333",23678665,973,"No","-","-","-",0,0
"38F71OA9GU93F9OU5JQFVWF2TV0MF9","A3HPVFAF1U9WXK","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-20T09:15:07Z","2015-01-20T09:16:29Z","2015-01-20T10:17:37Z","25960.333333333",24428592,429,"Yes",1,"-","-",0,0
"38F71OA9GU93F9OU5JQFVWF2TV0MF9","A3HPVFAF1U9WXK","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-20T09:15:07Z","2015-01-20T09:16:29Z","2015-01-20T10:17:37Z","25960.333333333",24761256,4,"Yes",57,"CantTell","Yes",1,0
"3OSWBBLG1FAHB192SKXYIDSFOMHXD6","A19PATBI3SQNU0","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-20T18:30:31Z","2015-01-20T19:04:42Z","2015-01-20T20:07:37Z",59550,23678665,973,"No","-","-","-",0,0
"3OSWBBLG1FAHB192SKXYIDSFOMHXD6","A19PATBI3SQNU0","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-20T18:30:31Z","2015-01-20T19:04:42Z","2015-01-20T20:07:37Z",59550,24428592,429,"Yes",1,"-","-",0,0
"3OSWBBLG1FAHB192SKXYIDSFOMHXD6","A19PATBI3SQNU0","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-20T18:30:31Z","2015-01-20T19:04:42Z","2015-01-20T20:07:37Z",59550,24761256,4,"Yes",57,"No","-",1,0
"37XITHEISXMN9DHCJPWV9PO925MRC6","AYALPYEQ512PP","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-20T20:23:00Z","2015-01-20T20:24:09Z","2015-01-20T21:27:37Z","22347.333333333",23678665,973,"No","-","-","-",0,0
"37XITHEISXMN9DHCJPWV9PO925MRC6","AYALPYEQ512PP","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-20T20:23:00Z","2015-01-20T20:24:09Z","2015-01-20T21:27:37Z","22347.333333333",24428592,429,"Yes",1,"-","-",0,0
"37XITHEISXMN9DHCJPWV9PO925MRC6","AYALPYEQ512PP","3566S7OX5DWRI7P64B43YTJYLA2717","2015-01-20T20:23:00Z","2015-01-20T20:24:09Z","2015-01-20T21:27:37Z","22347.333333333",24761256,4,"Yes",57,"No","-",1,0
"3LQ8PUHQFM51XMP9FUGN6OKYSYCHIZ","A11GZNNVLEWRGF","3VQTAXTYN3YUTGJUJGQ3EXARFXQBUW","2015-01-17T08:41:11Z","2015-01-17T08:42:59Z","2015-01-17T09:47:36Z",35323,24791368,1341,"Yes",1,"-","-",0,0
"3LQ8PUHQFM51XMP9FUGN6OKYSYCHIZ","A11GZNNVLEWRGF","3VQTAXTYN3YUTGJUJGQ3EXARFXQBUW","2015-01-17T08:41:11Z","2015-01-17T08:42:59Z","2015-01-17T09:47:36Z",35323,24590746,97,"CantTell",662,"Yes","Yes",1,0
"3LQ8PUHQFM51XMP9FUGN6OKYSYCHIZ","A11GZNNVLEWRGF","3VQTAXTYN3YUTGJUJGQ3EXARFXQBUW","2015-01-17T08:41:11Z","2015-01-17T08:42:59Z","2015-01-17T09:47:36Z",35323,24848843,972,"No","-","-","-",0,0
"3ITXP059PXWMI6NV86DMM360EQMJS6","AFO62G37P0JBF","3VQTAXTYN3YUTGJUJGQ3EXARFXQBUW","2015-01-19T20:09:47Z","2015-01-19T20:17:55Z","2015-01-19T21:22:39Z",161834,24791368,1341,"Yes",1,"-","-",0,0
"3ITXP059PXWMI6NV86DMM360EQMJS6","AFO62G37P0JBF","3VQTAXTYN3YUTGJUJGQ3EXARFXQBUW","2015-01-19T20:09:47Z","2015-01-19T20:17:55Z","2015-01-19T21:22:39Z",161834,24590746,97,"Yes",662,"Yes","Yes",1,0
