AssignmentId,WorkerId,HITId,AcceptTime,SubmitTime,ApprovalTime,TimeToComplete,AbstractId,Question1,Question2,Question3,Question4,Relevant
30H4UDGLT3VF6MDOJMMK7QT6RCJMPQ,A13W8W81TPORYZ,3H6W48L9F429PE99XLN5R50DE57PWU,2014-10-07T01:19:51Z,2014-10-07T01:20:04Z,2014-10-07T02:22:15Z,3700.6666666667,4185,No,-,-,-,0
30H4UDGLT3VF6MDOJMMK7QT6RCJMPQ,A13W8W81TPORYZ,3H6W48L9F429PE99XLN5R50DE57PWU,2014-10-07T01:19:51Z,2014-10-07T01:20:04Z,2014-10-07T02:22:15Z,3700.6666666667,2949,No,-,-,-,0
3180JW2OT5PLC4PKWA0ETSW8WIP5JL,A8L450UGY77XB,3H6W48L9F429PE99XLN5R50DE57PWU,2014-10-07T01:52:14Z,2014-10-07T01:53:01Z,2014-10-07T02:57:14Z,14934.333333333,3232,CantTell,CantTell,CantTell,NoInfo,0
3180JW2OT5PLC4PKWA0ETSW8WIP5JL,A8L450UGY77XB,3H6W48L9F429PE99XLN5R50DE57PWU,2014-10-07T01:52:14Z,2014-10-07T01:53:01Z,2014-10-07T02:57:14Z,14934.333333333,4185,No,-,-,-,0
3180JW2OT5PLC4PKWA0ETSW8WIP5JL,A8L450UGY77XB,3H6W48L9F429PE99XLN5R50DE57PWU,2014-10-07T01:52:14Z,2014-10-07T01:53:01Z,2014-10-07T02:57:14Z,14934.333333333,2949,CantTell,CantTell,CantTell,NoInfo,0
3YW4XOSQKRYV22ZV7M2GX4S21HZ1UA,A27QCN3GYCZTPE,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-06T17:01:23Z,2014-10-06T17:01:35Z,2014-10-06T18:02:17Z,3504.3333333333,1453,No,-,-,-,0
3YW4XOSQKRYV22ZV7M2GX4S21HZ1UA,A27QCN3GYCZTPE,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-06T17:01:23Z,2014-10-06T17:01:35Z,2014-10-06T18:02:17Z,3504.3333333333,4745,No,-,-,-,0
3YW4XOSQKRYV22ZV7M2GX4S21HZ1UA,A27QCN3GYCZTPE,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-06T17:01:23Z,2014-10-06T17:01:35Z,2014-10-06T18:02:17Z,3504.3333333333,3776,No,-,-,-,0
3R5F3LQFV3XXKT06JBZZQSKPWBHOZ4,A1QCQE5XW37LN1,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T12:32:10Z,2014-10-07T12:33:36Z,2014-10-07T13:37:15Z,28164.666666667,1453,No,-,-,-,0
3R5F3LQFV3XXKT06JBZZQSKPWBHOZ4,A1QCQE5XW37LN1,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T12:32:10Z,2014-10-07T12:33:36Z,2014-10-07T13:37:15Z,28164.666666667,4745,No,-,-,-,0
3R5F3LQFV3XXKT06JBZZQSKPWBHOZ4,A1QCQE5XW37LN1,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T12:32:10Z,2014-10-07T12:33:36Z,2014-10-07T13:37:15Z,28164.666666667,3776,Yes,CantTell,Yes,22,0
3U088ZLJVL68NH3I63DH1NUPH6ZW0Y,A31A4YKVSOYRVS,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T13:23:12Z,2014-10-07T13:23:58Z,2014-10-07T14:27:15Z,14798.333333333,1453,No,-,-,-,0
3U088ZLJVL68NH3I63DH1NUPH6ZW0Y,A31A4YKVSOYRVS,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T13:23:12Z,2014-10-07T13:23:58Z,2014-10-07T14:27:15Z,14798.333333333,4745,No,-,-,-,0
3U088ZLJVL68NH3I63DH1NUPH6ZW0Y,A31A4YKVSOYRVS,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T13:23:12Z,2014-10-07T13:23:58Z,2014-10-07T14:27:15Z,14798.333333333,3776,Yes,No,-,-,0
3634BBTX0P7HJQY3K4SN338L8XRFIF,AV3CA0IYNRCCJ,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T13:30:49Z,2014-10-07T13:31:18Z,2014-10-07T14:32:15Z,9166.6666666667,1453,No,-,-,-,0
3634BBTX0P7HJQY3K4SN338L8XRFIF,AV3CA0IYNRCCJ,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T13:30:49Z,2014-10-07T13:31:18Z,2014-10-07T14:32:15Z,9166.6666666667,4745,No,-,-,-,0
3634BBTX0P7HJQY3K4SN338L8XRFIF,AV3CA0IYNRCCJ,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T13:30:49Z,2014-10-07T13:31:18Z,2014-10-07T14:32:15Z,9166.6666666667,3776,Yes,No,-,-,0
35K3O9HUACQ53LWHOL2WIOATG4LFE7,A2PXPKUKK3E0CW,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T13:49:12Z,2014-10-07T14:01:34Z,2014-10-07T15:02:16Z,6354,1453,No,-,-,-,0
35K3O9HUACQ53LWHOL2WIOATG4LFE7,A2PXPKUKK3E0CW,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T13:49:12Z,2014-10-07T14:01:34Z,2014-10-07T15:02:16Z,6354,4745,No,-,-,-,0
35K3O9HUACQ53LWHOL2WIOATG4LFE7,A2PXPKUKK3E0CW,3OQQD2WO8IJKHUKHA6MJDBO4UYHI34,2014-10-07T13:49:12Z,2014-10-07T14:01:34Z,2014-10-07T15:02:16Z,6354,3776,No,-,-,-,0
3TEM0PF1Q6A9EB3RP88R9Z54AP00DY,A27QCN3GYCZTPE,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-06T17:36:45Z,2014-10-06T17:38:03Z,2014-10-06T18:42:14Z,24812,3122,No,-,-,-,0
3TEM0PF1Q6A9EB3RP88R9Z54AP00DY,A27QCN3GYCZTPE,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-06T17:36:45Z,2014-10-06T17:38:03Z,2014-10-06T18:42:14Z,24812,3331,No,-,-,-,0
3TEM0PF1Q6A9EB3RP88R9Z54AP00DY,A27QCN3GYCZTPE,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-06T17:36:45Z,2014-10-06T17:38:03Z,2014-10-06T18:42:14Z,24812,1596,No,-,-,-,0
37W3JXSD67L5KCZ3EBOQTFO9TIYYWJ,A31A4YKVSOYRVS,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T00:54:15Z,2014-10-07T00:54:38Z,2014-10-07T01:57:15Z,7152.3333333333,3122,No,-,-,-,0
37W3JXSD67L5KCZ3EBOQTFO9TIYYWJ,A31A4YKVSOYRVS,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T00:54:15Z,2014-10-07T00:54:38Z,2014-10-07T01:57:15Z,7152.3333333333,3331,No,-,-,-,0
37W3JXSD67L5KCZ3EBOQTFO9TIYYWJ,A31A4YKVSOYRVS,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T00:54:15Z,2014-10-07T00:54:38Z,2014-10-07T01:57:15Z,7152.3333333333,1596,No,-,-,-,0
3F1567XTNXILZEV9UQX429DWW9Z9Q6,AV3CA0IYNRCCJ,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T01:46:54Z,2014-10-07T01:47:22Z,2014-10-07T02:52:14Z,8721.6666666667,3122,No,-,-,-,0
3F1567XTNXILZEV9UQX429DWW9Z9Q6,AV3CA0IYNRCCJ,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T01:46:54Z,2014-10-07T01:47:22Z,2014-10-07T02:52:14Z,8721.6666666667,3331,CantTell,No,-,-,0
3F1567XTNXILZEV9UQX429DWW9Z9Q6,AV3CA0IYNRCCJ,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T01:46:54Z,2014-10-07T01:47:22Z,2014-10-07T02:52:14Z,8721.6666666667,1596,No,-,-,-,0
3B837J3LDP93GU68GBMVOUSRKJXSR8,A3PGULUBHF331P,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T07:42:42Z,2014-10-07T07:43:28Z,2014-10-07T08:47:14Z,14791.666666667,3122,No,-,-,-,0
3B837J3LDP93GU68GBMVOUSRKJXSR8,A3PGULUBHF331P,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T07:42:42Z,2014-10-07T07:43:28Z,2014-10-07T08:47:14Z,14791.666666667,3331,No,-,-,-,0
3B837J3LDP93GU68GBMVOUSRKJXSR8,A3PGULUBHF331P,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T07:42:42Z,2014-10-07T07:43:28Z,2014-10-07T08:47:14Z,14791.666666667,1596,No,-,-,-,0
3AQF3RZ559V1Q632I3JY60IGZ6V6FB,A1QCQE5XW37LN1,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T12:55:28Z,2014-10-07T12:56:03Z,2014-10-07T13:57:16Z,10943.333333333,3122,No,-,-,-,0
3AQF3RZ559V1Q632I3JY60IGZ6V6FB,A1QCQE5XW37LN1,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T12:55:28Z,2014-10-07T12:56:03Z,2014-10-07T13:57:16Z,10943.333333333,3331,CantTell,No,-,-,0
3AQF3RZ559V1Q632I3JY60IGZ6V6FB,A1QCQE5XW37LN1,31MCUE39BKZ6L3EMKIMGSZBOFLQ3GY,2014-10-07T12:55:28Z,2014-10-07T12:56:03Z,2014-10-07T13:57:16Z,10943.333333333,1596,No,-,-,-,0
3JZQSN0I3RN3NZS8UGSKIRV5TJLGF8,A997OZ3H2B3Q2,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-06T10:20:33Z,2014-10-06T10:21:13Z,2014-10-06T11:22:15Z,12102,1742,No,-,-,-,0
3JZQSN0I3RN3NZS8UGSKIRV5TJLGF8,A997OZ3H2B3Q2,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-06T10:20:33Z,2014-10-06T10:21:13Z,2014-10-06T11:22:15Z,12102,3972,No,-,-,-,0
3JZQSN0I3RN3NZS8UGSKIRV5TJLGF8,A997OZ3H2B3Q2,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-06T10:20:33Z,2014-10-06T10:21:13Z,2014-10-06T11:22:15Z,12102,4312,No,-,-,-,0
3IXQG4FA2UBYV8TKB80E7KIXA8SB9O,A27QCN3GYCZTPE,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-06T22:27:07Z,2014-10-06T22:27:19Z,2014-10-06T23:32:15Z,3103,1742,No,-,-,-,0
3IXQG4FA2UBYV8TKB80E7KIXA8SB9O,A27QCN3GYCZTPE,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-06T22:27:07Z,2014-10-06T22:27:19Z,2014-10-06T23:32:15Z,3103,3972,No,-,-,-,0
3IXQG4FA2UBYV8TKB80E7KIXA8SB9O,A27QCN3GYCZTPE,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-06T22:27:07Z,2014-10-06T22:27:19Z,2014-10-06T23:32:15Z,3103,4312,No,-,-,-,0
33L7PJKHCHBYDP4R62LL7IT8WAIT8H,A31A4YKVSOYRVS,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-07T03:20:05Z,2014-10-07T03:20:44Z,2014-10-07T04:22:17Z,12421.666666667,1742,No,-,-,-,0
33L7PJKHCHBYDP4R62LL7IT8WAIT8H,A31A4YKVSOYRVS,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-07T03:20:05Z,2014-10-07T03:20:44Z,2014-10-07T04:22:17Z,12421.666666667,3972,No,-,-,-,0
33L7PJKHCHBYDP4R62LL7IT8WAIT8H,A31A4YKVSOYRVS,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-07T03:20:05Z,2014-10-07T03:20:44Z,2014-10-07T04:22:17Z,12421.666666667,4312,No,-,-,-,0
34PGFRQONPOFPN44SBNNJS9LGF3JWQ,A1QCQE5XW37LN1,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-07T12:40:10Z,2014-10-07T12:41:30Z,2014-10-07T13:42:17Z,26271.666666667,1742,No,-,-,-,0
34PGFRQONPOFPN44SBNNJS9LGF3JWQ,A1QCQE5XW37LN1,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-07T12:40:10Z,2014-10-07T12:41:30Z,2014-10-07T13:42:17Z,26271.666666667,3972,No,-,-,-,0
34PGFRQONPOFPN44SBNNJS9LGF3JWQ,A1QCQE5XW37LN1,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-07T12:40:10Z,2014-10-07T12:41:30Z,2014-10-07T13:42:17Z,26271.666666667,4312,CantTell,CantTell,CantTell,NoInfo,0
3DH6GAKTYZ29E748PY8XSJIRALIYZR,AV3CA0IYNRCCJ,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-07T13:26:59Z,2014-10-07T13:27:29Z,2014-10-07T14:32:14Z,9431,1742,No,-,-,-,0
3DH6GAKTYZ29E748PY8XSJIRALIYZR,AV3CA0IYNRCCJ,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-07T13:26:59Z,2014-10-07T13:27:29Z,2014-10-07T14:32:14Z,9431,3972,No,-,-,-,0
3DH6GAKTYZ29E748PY8XSJIRALIYZR,AV3CA0IYNRCCJ,3BAWBGQGYLC74J54BPOS5HQE72ZV7J,2014-10-07T13:26:59Z,2014-10-07T13:27:29Z,2014-10-07T14:32:14Z,9431,4312,CantTell,CantTell,CantTell,NoInfo,0
3TEM0PF1Q6A9EB3RP88R9Z54APZ0DX,A27QCN3GYCZTPE,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-06T17:07:16Z,2014-10-06T17:07:28Z,2014-10-06T18:12:17Z,3111.6666666667,2209,No,-,-,-,0
3TEM0PF1Q6A9EB3RP88R9Z54APZ0DX,A27QCN3GYCZTPE,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-06T17:07:16Z,2014-10-06T17:07:28Z,2014-10-06T18:12:17Z,3111.6666666667,590,No,-,-,-,0
3TEM0PF1Q6A9EB3RP88R9Z54APZ0DX,A27QCN3GYCZTPE,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-06T17:07:16Z,2014-10-06T17:07:28Z,2014-10-06T18:12:17Z,3111.6666666667,1565,No,-,-,-,0
30JNVC0ORAXEEKDSS2LWFQBKFLRQHV,A997OZ3H2B3Q2,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-06T18:21:03Z,2014-10-06T18:21:39Z,2014-10-06T19:22:18Z,10479.666666667,2209,No,-,-,-,0
30JNVC0ORAXEEKDSS2LWFQBKFLRQHV,A997OZ3H2B3Q2,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-06T18:21:03Z,2014-10-06T18:21:39Z,2014-10-06T19:22:18Z,10479.666666667,590,No,-,-,-,0
30JNVC0ORAXEEKDSS2LWFQBKFLRQHV,A997OZ3H2B3Q2,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-06T18:21:03Z,2014-10-06T18:21:39Z,2014-10-06T19:22:18Z,10479.666666667,1565,No,-,-,-,0
3EA3QWIZ4J8R2VG4FOXCK7NMZ6UITL,A31A4YKVSOYRVS,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-07T10:41:38Z,2014-10-07T10:42:30Z,2014-10-07T11:47:15Z,16881.333333333,2209,No,-,-,-,0
3EA3QWIZ4J8R2VG4FOXCK7NMZ6UITL,A31A4YKVSOYRVS,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-07T10:41:38Z,2014-10-07T10:42:30Z,2014-10-07T11:47:15Z,16881.333333333,590,No,-,-,-,0
3EA3QWIZ4J8R2VG4FOXCK7NMZ6UITL,A31A4YKVSOYRVS,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-07T10:41:38Z,2014-10-07T10:42:30Z,2014-10-07T11:47:15Z,16881.333333333,1565,No,-,-,-,0
31LM9EDVOM5P2TVQ0AW0N9WUN3ZNJ3,A1QCQE5XW37LN1,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-07T11:55:24Z,2014-10-07T11:56:05Z,2014-10-07T12:57:16Z,11587,2209,CantTell,CantTell,CantTell,NoInfo,0
31LM9EDVOM5P2TVQ0AW0N9WUN3ZNJ3,A1QCQE5XW37LN1,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-07T11:55:24Z,2014-10-07T11:56:05Z,2014-10-07T12:57:16Z,11587,590,No,-,-,-,0
31LM9EDVOM5P2TVQ0AW0N9WUN3ZNJ3,A1QCQE5XW37LN1,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-07T11:55:24Z,2014-10-07T11:56:05Z,2014-10-07T12:57:16Z,11587,1565,No,-,-,-,0
3RYC5T2D746632QGOUI1TPNGXZVPRU,AV3CA0IYNRCCJ,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-07T12:39:20Z,2014-10-07T12:39:51Z,2014-10-07T13:42:16Z,10004.333333333,2209,CantTell,CantTell,CantTell,NoInfo,0
3RYC5T2D746632QGOUI1TPNGXZVPRU,AV3CA0IYNRCCJ,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-07T12:39:20Z,2014-10-07T12:39:51Z,2014-10-07T13:42:16Z,10004.333333333,590,No,-,-,-,0
3RYC5T2D746632QGOUI1TPNGXZVPRU,AV3CA0IYNRCCJ,3DW3BNF1GHVB4XANLUGYJHM9IM5V86,2014-10-07T12:39:20Z,2014-10-07T12:39:51Z,2014-10-07T13:42:16Z,10004.333333333,1565,No,-,-,-,0
34YB12FSQZ19T9KPG3WXDHFEQKFGMX,A27QCN3GYCZTPE,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-06T17:21:45Z,2014-10-06T17:21:58Z,2014-10-06T18:22:15Z,3626.6666666667,1479,No,-,-,-,0
34YB12FSQZ19T9KPG3WXDHFEQKFGMX,A27QCN3GYCZTPE,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-06T17:21:45Z,2014-10-06T17:21:58Z,2014-10-06T18:22:15Z,3626.6666666667,4620,No,-,-,-,0
34YB12FSQZ19T9KPG3WXDHFEQKFGMX,A27QCN3GYCZTPE,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-06T17:21:45Z,2014-10-06T17:21:58Z,2014-10-06T18:22:15Z,3626.6666666667,1666,No,-,-,-,0
3STRJBFXOX4I8Q6SFRIOXN2ZRABKTQ,AQIURY9V7X00Z,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T02:32:48Z,2014-10-07T02:33:17Z,2014-10-07T03:37:15Z,9161,1479,No,-,-,-,0
3STRJBFXOX4I8Q6SFRIOXN2ZRABKTQ,AQIURY9V7X00Z,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T02:32:48Z,2014-10-07T02:33:17Z,2014-10-07T03:37:15Z,9161,4620,No,-,-,-,0
3STRJBFXOX4I8Q6SFRIOXN2ZRABKTQ,AQIURY9V7X00Z,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T02:32:48Z,2014-10-07T02:33:17Z,2014-10-07T03:37:15Z,9161,1666,Yes,No,-,-,0
3M81GAB8A1W4N7A6SAB0TF8MK94QBZ,A997OZ3H2B3Q2,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T03:18:08Z,2014-10-07T03:18:40Z,2014-10-07T04:22:17Z,9877,1479,No,-,-,-,0
3M81GAB8A1W4N7A6SAB0TF8MK94QBZ,A997OZ3H2B3Q2,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T03:18:08Z,2014-10-07T03:18:40Z,2014-10-07T04:22:17Z,9877,4620,No,-,-,-,0
3M81GAB8A1W4N7A6SAB0TF8MK94QBZ,A997OZ3H2B3Q2,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T03:18:08Z,2014-10-07T03:18:40Z,2014-10-07T04:22:17Z,9877,1666,Yes,No,-,-,0
3U5NZHP4LSFTE8CDSP67FLLAAQSPHS,A3PGULUBHF331P,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T07:23:36Z,2014-10-07T07:24:25Z,2014-10-07T08:27:16Z,15798,1479,No,-,-,-,0
3U5NZHP4LSFTE8CDSP67FLLAAQSPHS,A3PGULUBHF331P,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T07:23:36Z,2014-10-07T07:24:25Z,2014-10-07T08:27:16Z,15798,4620,No,-,-,-,0
3U5NZHP4LSFTE8CDSP67FLLAAQSPHS,A3PGULUBHF331P,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T07:23:36Z,2014-10-07T07:24:25Z,2014-10-07T08:27:16Z,15798,1666,Yes,No,-,-,0
3RU7GD8VPP6I4HQT3JI6JZSCJ1ESPL,A1QCQE5XW37LN1,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T12:41:31Z,2014-10-07T12:43:09Z,2014-10-07T13:47:14Z,32154.333333333,1479,No,-,-,-,0
3RU7GD8VPP6I4HQT3JI6JZSCJ1ESPL,A1QCQE5XW37LN1,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T12:41:31Z,2014-10-07T12:43:09Z,2014-10-07T13:47:14Z,32154.333333333,4620,No,-,-,-,0
3RU7GD8VPP6I4HQT3JI6JZSCJ1ESPL,A1QCQE5XW37LN1,3DQYSJDTYLOKHNP9YC3GZCFG90AXE9,2014-10-07T12:41:31Z,2014-10-07T12:43:09Z,2014-10-07T13:47:14Z,32154.333333333,1666,No,-,-,-,0
3OLQQLKKNT2L8NID7BTHXM2L9ABJEL,A27QCN3GYCZTPE,30P8I9JKOIYSHFRLNW9V7XCIGW45VE,2014-10-06T19:37:15Z,2014-10-06T19:37:28Z,2014-10-06T20:42:14Z,3882.6666666667,2640,No,-,-,-,0
3OLQQLKKNT2L8NID7BTHXM2L9ABJEL,A27QCN3GYCZTPE,30P8I9JKOIYSHFRLNW9V7XCIGW45VE,2014-10-06T19:37:15Z,2014-10-06T19:37:28Z,2014-10-06T20:42:14Z,3882.6666666667,3297,No,-,-,-,0
3OLQQLKKNT2L8NID7BTHXM2L9ABJEL,A27QCN3GYCZTPE,30P8I9JKOIYSHFRLNW9V7XCIGW45VE,2014-10-06T19:37:15Z,2014-10-06T19:37:28Z,2014-10-06T20:42:14Z,3882.6666666667,1760,No,-,-,-,0
33ISQZVXPQZJ3BST1S60KUPNYFBCCV,A1QCQE5XW37LN1,30P8I9JKOIYSHFRLNW9V7XCIGW45VE,2014-10-07T10:58:33Z,2014-10-07T11:03:15Z,2014-10-07T12:07:15Z,92619.666666667,2640,CantTell,CantTell,CantTell,NoInfo,0
33ISQZVXPQZJ3BST1S60KUPNYFBCCV,A1QCQE5XW37LN1,30P8I9JKOIYSHFRLNW9V7XCIGW45VE,2014-10-07T10:58:33Z,2014-10-07T11:03:15Z,2014-10-07T12:07:15Z,92619.666666667,3297,No,-,-,-,0
33ISQZVXPQZJ3BST1S60KUPNYFBCCV,A1QCQE5XW37LN1,30P8I9JKOIYSHFRLNW9V7XCIGW45VE,2014-10-07T10:58:33Z,2014-10-07T11:03:15Z,2014-10-07T12:07:15Z,92619.666666667,1760,Yes,CantTell,No,-,0
388U7OUMF8E3FLMW793BEOM8PRI0RX,A31A4YKVSOYRVS,30P8I9JKOIYSHFRLNW9V7XCIGW45VE,2014-10-07T11:18:12Z,2014-10-07T11:18:53Z,2014-10-07T12:22:16Z,13080.666666667,2640,No,-,-,-,0
388U7OUMF8E3FLMW793BEOM8PRI0RX,A31A4YKVSOYRVS,30P8I9JKOIYSHFRLNW9V7XCIGW45VE,2014-10-07T11:18:12Z,2014-10-07T11:18:53Z,2014-10-07T12:22:16Z,13080.666666667,3297,No,-,-,-,0
388U7OUMF8E3FLMW793BEOM8PRI0RX,A31A4YKVSOYRVS,30P8I9JKOIYSHFRLNW9V7XCIGW45VE,2014-10-07T11:18:12Z,2014-10-07T11:18:53Z,2014-10-07T12:22:16Z,13080.666666667,1760,No,-,-,-,0
3VE8AYVF8NAOUKMQBIGWQEE751LF86,AV3CA0IYNRCCJ,30P8I9JKOIYSHFRLNW9V7XCIGW45VE,2014-10-07T13:13:37Z,2014-10-07T13:14:41Z,2014-10-07T14:17:16Z,20678,2640,CantTell,CantTell,CantTell,NoInfo,0
