Responses,SubmitTime
76,2014-10-03 14:21:53
77,2014-10-03 14:21:53
78,2014-10-03 14:21:53
79,2014-10-03 14:22:33
80,2014-10-03 14:22:33
81,2014-10-03 14:22:33
82,2014-10-03 14:23:45
83,2014-10-03 14:23:45
84,2014-10-03 14:23:45
85,2014-10-03 14:24:33
86,2014-10-03 14:24:33
87,2014-10-03 14:24:33
88,2014-10-03 14:24:44
89,2014-10-03 14:24:44
90,2014-10-03 14:24:44
91,2014-10-03 14:25:58
92,2014-10-03 14:25:58
93,2014-10-03 14:25:58
94,2014-10-03 14:31:23
95,2014-10-03 14:31:23
96,2014-10-03 14:31:23
97,2014-10-03 14:33:24
98,2014-10-03 14:33:24
99,2014-10-03 14:33:24
100,2014-10-03 14:34:56
101,2014-10-03 14:34:56
102,2014-10-03 14:34:56
103,2014-10-03 14:36:16
104,2014-10-03 14:36:16
105,2014-10-03 14:36:16
106,2014-10-03 14:37:10
107,2014-10-03 14:37:10
108,2014-10-03 14:37:10
109,2014-10-03 14:38:32
110,2014-10-03 14:38:32
111,2014-10-03 14:38:32
112,2014-10-03 14:39:23
113,2014-10-03 14:39:23
114,2014-10-03 14:39:23
115,2014-10-03 14:40:03
116,2014-10-03 14:40:03
117,2014-10-03 14:40:03
118,2014-10-03 14:41:23
119,2014-10-03 14:41:23
120,2014-10-03 14:41:23
121,2014-10-03 14:41:59
122,2014-10-03 14:41:59
123,2014-10-03 14:41:59
124,2014-10-03 14:42:36
125,2014-10-03 14:42:36
126,2014-10-03 14:42:36
127,2014-10-03 14:42:43
128,2014-10-03 14:42:43
129,2014-10-03 14:42:43
130,2014-10-03 14:43:59
131,2014-10-03 14:43:59
132,2014-10-03 14:43:59
133,2014-10-03 14:44:25
134,2014-10-03 14:44:25
135,2014-10-03 14:44:25
136,2014-10-03 14:45:20
137,2014-10-03 14:45:20
138,2014-10-03 14:45:20
139,2014-10-03 14:46:44
140,2014-10-03 14:46:44
141,2014-10-03 14:46:44
142,2014-10-03 14:49:36
143,2014-10-03 14:49:36
144,2014-10-03 14:49:36
145,2014-10-03 14:50:44
146,2014-10-03 14:50:44
147,2014-10-03 14:50:44
148,2014-10-03 14:51:06
149,2014-10-03 14:51:06
150,2014-10-03 14:51:06
151,2014-10-03 14:51:41
152,2014-10-03 14:51:41
153,2014-10-03 14:51:41
154,2014-10-03 14:52:23
155,2014-10-03 14:52:23
156,2014-10-03 14:52:23
157,2014-10-03 14:52:57
158,2014-10-03 14:52:57
159,2014-10-03 14:52:57
160,2014-10-03 14:53:27
161,2014-10-03 14:53:27
162,2014-10-03 14:53:27
163,2014-10-03 14:54:03
164,2014-10-03 14:54:03
165,2014-10-03 14:54:03
166,2014-10-03 14:54:36
167,2014-10-03 14:54:36
168,2014-10-03 14:54:36
169,2014-10-03 14:55:15
170,2014-10-03 14:55:15
171,2014-10-03 14:55:15
172,2014-10-03 14:56:03
173,2014-10-03 14:56:03
174,2014-10-03 14:56:03
175,2014-10-03 14:56:06
176,2014-10-03 14:56:06
177,2014-10-03 14:56:06
178,2014-10-03 14:56:32
179,2014-10-03 14:56:32
180,2014-10-03 14:56:32
181,2014-10-03 14:57:16
182,2014-10-03 14:57:16
183,2014-10-03 14:57:16
184,2014-10-03 14:58:02
185,2014-10-03 14:58:02
186,2014-10-03 14:58:02
187,2014-10-03 14:58:10
188,2014-10-03 14:58:10
189,2014-10-03 14:58:10
190,2014-10-03 14:58:36
191,2014-10-03 14:58:36
192,2014-10-03 14:58:36
193,2014-10-03 15:00:04
194,2014-10-03 15:00:04
195,2014-10-03 15:00:04
196,2014-10-03 15:00:13
197,2014-10-03 15:00:13
198,2014-10-03 15:00:13
199,2014-10-03 15:01:06
200,2014-10-03 15:01:06
201,2014-10-03 15:01:06
202,2014-10-03 15:01:43
203,2014-10-03 15:01:43
204,2014-10-03 15:01:43
205,2014-10-03 15:02:22
206,2014-10-03 15:02:22
207,2014-10-03 15:02:22
208,2014-10-03 15:04:27
209,2014-10-03 15:04:27
210,2014-10-03 15:04:27
211,2014-10-03 15:04:59
212,2014-10-03 15:04:59
213,2014-10-03 15:04:59
214,2014-10-03 15:06:14
215,2014-10-03 15:06:14
216,2014-10-03 15:06:14
217,2014-10-03 15:06:19
218,2014-10-03 15:06:19
219,2014-10-03 15:06:19
220,2014-10-03 15:09:22
221,2014-10-03 15:09:22
222,2014-10-03 15:09:22
223,2014-10-03 15:10:10
224,2014-10-03 15:10:10
225,2014-10-03 15:10:10
226,2014-10-03 15:10:30
227,2014-10-03 15:10:30
228,2014-10-03 15:10:30
229,2014-10-03 15:12:07
230,2014-10-03 15:12:07
231,2014-10-03 15:12:07
232,2014-10-03 15:13:23
233,2014-10-03 15:13:23
234,2014-10-03 15:13:23
235,2014-10-03 15:14:21
236,2014-10-03 15:14:21
237,2014-10-03 15:14:21
238,2014-10-03 15:14:29
239,2014-10-03 15:14:29
240,2014-10-03 15:14:29
241,2014-10-03 15:16:24
242,2014-10-03 15:16:24
243,2014-10-03 15:16:24
244,2014-10-03 15:17:05
245,2014-10-03 15:17:05
246,2014-10-03 15:17:05
247,2014-10-03 15:17:43
248,2014-10-03 15:17:43
249,2014-10-03 15:17:43
250,2014-10-03 15:18:12
251,2014-10-03 15:18:12
252,2014-10-03 15:18:12
253,2014-10-03 15:18:35
254,2014-10-03 15:18:35
255,2014-10-03 15:18:35
256,2014-10-03 15:19:09
257,2014-10-03 15:19:09
258,2014-10-03 15:19:09
259,2014-10-03 15:19:37
260,2014-10-03 15:19:37
261,2014-10-03 15:19:37
262,2014-10-03 15:19:40
263,2014-10-03 15:19:40
264,2014-10-03 15:19:40
265,2014-10-03 15:20:05
266,2014-10-03 15:20:05
267,2014-10-03 15:20:05
268,2014-10-03 15:20:30
269,2014-10-03 15:20:30
270,2014-10-03 15:20:30
271,2014-10-03 15:20:41
272,2014-10-03 15:20:41
273,2014-10-03 15:20:41
274,2014-10-03 15:21:17
275,2014-10-03 15:21:17
276,2014-10-03 15:21:17
277,2014-10-03 15:22:16
278,2014-10-03 15:22:16
279,2014-10-03 15:22:16
280,2014-10-03 15:22:49
281,2014-10-03 15:22:49
282,2014-10-03 15:22:49
283,2014-10-03 15:23:59
284,2014-10-03 15:23:59
285,2014-10-03 15:23:59
286,2014-10-03 15:24:17
287,2014-10-03 15:24:17
288,2014-10-03 15:24:17
289,2014-10-03 15:24:56
290,2014-10-03 15:24:56
291,2014-10-03 15:24:56
292,2014-10-03 15:25:24
293,2014-10-03 15:25:24
294,2014-10-03 15:25:24
295,2014-10-03 15:27:36
296,2014-10-03 15:27:36
297,2014-10-03 15:27:36
298,2014-10-03 15:28:06
299,2014-10-03 15:28:06
300,2014-10-03 15:28:06
301,2014-10-03 15:28:14
302,2014-10-03 15:28:14
303,2014-10-03 15:28:14
304,2014-10-03 15:28:30
305,2014-10-03 15:28:30
306,2014-10-03 15:28:30
307,2014-10-03 15:28:53
308,2014-10-03 15:28:53
309,2014-10-03 15:28:53
310,2014-10-03 15:29:05
311,2014-10-03 15:29:05
312,2014-10-03 15:29:05
313,2014-10-03 15:29:35
314,2014-10-03 15:29:35
315,2014-10-03 15:29:35
316,2014-10-03 15:30:11
317,2014-10-03 15:30:11
318,2014-10-03 15:30:11
319,2014-10-03 15:30:13
320,2014-10-03 15:30:13
321,2014-10-03 15:30:13
322,2014-10-03 15:30:30
323,2014-10-03 15:30:30
324,2014-10-03 15:30:30
325,2014-10-03 15:31:52
326,2014-10-03 15:31:52
327,2014-10-03 15:31:52
328,2014-10-03 15:32:17
329,2014-10-03 15:32:17
330,2014-10-03 15:32:17
331,2014-10-03 15:33:32
332,2014-10-03 15:33:32
333,2014-10-03 15:33:32
334,2014-10-03 15:34:03
335,2014-10-03 15:34:03
336,2014-10-03 15:34:03
337,2014-10-03 15:34:40
338,2014-10-03 15:34:40
339,2014-10-03 15:34:40
340,2014-10-03 15:35:49
341,2014-10-03 15:35:49
342,2014-10-03 15:35:49
343,2014-10-03 15:36:16
344,2014-10-03 15:36:16
345,2014-10-03 15:36:16
346,2014-10-03 15:36:34
347,2014-10-03 15:36:34
348,2014-10-03 15:36:34
349,2014-10-03 15:37:50
350,2014-10-03 15:37:50
351,2014-10-03 15:37:50
352,2014-10-03 15:39:04
353,2014-10-03 15:39:04
354,2014-10-03 15:39:04
355,2014-10-03 15:39:48
356,2014-10-03 15:39:48
357,2014-10-03 15:39:48
358,2014-10-03 15:40:10
359,2014-10-03 15:40:10
360,2014-10-03 15:40:10
361,2014-10-03 15:40:54
362,2014-10-03 15:40:54
363,2014-10-03 15:40:54
364,2014-10-03 15:41:13
365,2014-10-03 15:41:13
366,2014-10-03 15:41:13
367,2014-10-03 15:41:18
368,2014-10-03 15:41:18
369,2014-10-03 15:41:18
370,2014-10-03 15:42:05
371,2014-10-03 15:42:05
372,2014-10-03 15:42:05
373,2014-10-03 15:43:32
374,2014-10-03 15:43:32
375,2014-10-03 15:43:32
376,2014-10-03 15:43:51
377,2014-10-03 15:43:51
378,2014-10-03 15:43:51
379,2014-10-03 15:44:08
380,2014-10-03 15:44:08
381,2014-10-03 15:44:08
382,2014-10-03 15:44:44
383,2014-10-03 15:44:44
384,2014-10-03 15:44:44
385,2014-10-03 15:45:03
386,2014-10-03 15:45:03
387,2014-10-03 15:45:03
388,2014-10-03 15:45:10
389,2014-10-03 15:45:10
390,2014-10-03 15:45:10
391,2014-10-03 15:45:34
392,2014-10-03 15:45:34
393,2014-10-03 15:45:34
394,2014-10-03 15:45:51
395,2014-10-03 15:45:51
396,2014-10-03 15:45:51
397,2014-10-03 15:47:00
398,2014-10-03 15:47:00
399,2014-10-03 15:47:00
400,2014-10-03 15:48:08
401,2014-10-03 15:48:08
402,2014-10-03 15:48:08
403,2014-10-03 15:48:23
404,2014-10-03 15:48:23
405,2014-10-03 15:48:23
406,2014-10-03 15:49:10
407,2014-10-03 15:49:10
408,2014-10-03 15:49:10
409,2014-10-03 15:49:15
410,2014-10-03 15:49:15
411,2014-10-03 15:49:15
412,2014-10-03 15:49:55
413,2014-10-03 15:49:55
414,2014-10-03 15:49:55
415,2014-10-03 15:51:31
416,2014-10-03 15:51:31
417,2014-10-03 15:51:31
418,2014-10-03 15:53:18
419,2014-10-03 15:53:18
420,2014-10-03 15:53:18
421,2014-10-03 15:55:06
422,2014-10-03 15:55:06
423,2014-10-03 15:55:06
424,2014-10-03 15:57:21
425,2014-10-03 15:57:21
426,2014-10-03 15:57:21
427,2014-10-03 15:57:41
428,2014-10-03 15:57:41
429,2014-10-03 15:57:41
430,2014-10-03 15:58:24
431,2014-10-03 15:58:24
432,2014-10-03 15:58:24
433,2014-10-03 16:01:44
434,2014-10-03 16:01:44
435,2014-10-03 16:01:44
436,2014-10-03 16:01:50
437,2014-10-03 16:01:50
438,2014-10-03 16:01:50
439,2014-10-03 16:02:10
440,2014-10-03 16:02:10
441,2014-10-03 16:02:10
442,2014-10-03 16:02:34
443,2014-10-03 16:02:34
444,2014-10-03 16:02:34
445,2014-10-03 16:02:52
446,2014-10-03 16:02:52
447,2014-10-03 16:02:52
448,2014-10-03 16:03:19
449,2014-10-03 16:03:19
450,2014-10-03 16:03:19
451,2014-10-03 16:03:59
452,2014-10-03 16:03:59
453,2014-10-03 16:03:59
454,2014-10-03 16:04:21
455,2014-10-03 16:04:21
456,2014-10-03 16:04:21
457,2014-10-03 16:04:23
458,2014-10-03 16:04:23
459,2014-10-03 16:04:23
460,2014-10-03 16:04:37
461,2014-10-03 16:04:37
462,2014-10-03 16:04:37
463,2014-10-03 16:05:06
464,2014-10-03 16:05:06
465,2014-10-03 16:05:06
466,2014-10-03 16:05:35
467,2014-10-03 16:05:35
468,2014-10-03 16:05:35
469,2014-10-03 16:06:12
470,2014-10-03 16:06:12
471,2014-10-03 16:06:12
472,2014-10-03 16:07:36
473,2014-10-03 16:07:36
474,2014-10-03 16:07:36
475,2014-10-03 16:10:13
476,2014-10-03 16:10:13
477,2014-10-03 16:10:13
478,2014-10-03 16:11:58
479,2014-10-03 16:11:58
480,2014-10-03 16:11:58
481,2014-10-03 16:12:41
482,2014-10-03 16:12:41
483,2014-10-03 16:12:41
484,2014-10-03 16:18:40
485,2014-10-03 16:18:40
486,2014-10-03 16:18:40
487,2014-10-03 16:19:57
488,2014-10-03 16:19:57
489,2014-10-03 16:19:57
490,2014-10-03 16:58:52
491,2014-10-03 16:58:52
492,2014-10-03 16:58:52
493,2014-10-03 16:59:43
494,2014-10-03 16:59:43
495,2014-10-03 16:59:43
496,2014-10-03 17:00:14
497,2014-10-03 17:00:14
498,2014-10-03 17:00:14
499,2014-10-03 17:00:40
500,2014-10-03 17:00:40
501,2014-10-03 17:00:40
502,2014-10-03 17:01:14
503,2014-10-03 17:01:14
504,2014-10-03 17:01:14
505,2014-10-03 17:01:15
506,2014-10-03 17:01:15
507,2014-10-03 17:01:15
508,2014-10-03 17:01:54
509,2014-10-03 17:01:54
510,2014-10-03 17:01:54
511,2014-10-03 17:03:11
512,2014-10-03 17:03:11
513,2014-10-03 17:03:11
514,2014-10-03 17:03:22
515,2014-10-03 17:03:22
516,2014-10-03 17:03:22
517,2014-10-03 17:04:38
518,2014-10-03 17:04:38
519,2014-10-03 17:04:38
520,2014-10-03 17:06:50
521,2014-10-03 17:06:50
522,2014-10-03 17:06:50
523,2014-10-03 17:08:02
524,2014-10-03 17:08:02
525,2014-10-03 17:08:02
526,2014-10-03 17:09:21
527,2014-10-03 17:09:21
528,2014-10-03 17:09:21
529,2014-10-03 17:09:47
530,2014-10-03 17:09:47
531,2014-10-03 17:09:47
532,2014-10-03 17:14:07
533,2014-10-03 17:14:07
534,2014-10-03 17:14:07
535,2014-10-03 17:14:32
536,2014-10-03 17:14:32
537,2014-10-03 17:14:32
538,2014-10-03 17:14:43
539,2014-10-03 17:14:43
540,2014-10-03 17:14:43
541,2014-10-03 17:15:04
542,2014-10-03 17:15:04
543,2014-10-03 17:15:04
544,2014-10-03 17:15:39
545,2014-10-03 17:15:39
546,2014-10-03 17:15:39
547,2014-10-03 17:16:11
548,2014-10-03 17:16:11
549,2014-10-03 17:16:11
550,2014-10-03 17:17:09
551,2014-10-03 17:17:09
552,2014-10-03 17:17:09
553,2014-10-03 17:18:26
554,2014-10-03 17:18:26
555,2014-10-03 17:18:26
556,2014-10-03 17:19:03
557,2014-10-03 17:19:03
558,2014-10-03 17:19:03
559,2014-10-03 17:19:22
560,2014-10-03 17:19:22
561,2014-10-03 17:19:22
562,2014-10-03 17:19:46
563,2014-10-03 17:19:46
564,2014-10-03 17:19:46
565,2014-10-03 17:20:15
566,2014-10-03 17:20:15
567,2014-10-03 17:20:15
568,2014-10-03 17:20:19
569,2014-10-03 17:20:19
570,2014-10-03 17:20:19
571,2014-10-03 17:20:43
572,2014-10-03 17:20:43
573,2014-10-03 17:20:43
574,2014-10-03 17:20:57
575,2014-10-03 17:20:57
576,2014-10-03 17:20:57
577,2014-10-03 17:21:17
578,2014-10-03 17:21:17
579,2014-10-03 17:21:17
580,2014-10-03 17:21:24
581,2014-10-03 17:21:24
582,2014-10-03 17:21:24
583,2014-10-03 17:21:59
584,2014-10-03 17:21:59
585,2014-10-03 17:21:59
586,2014-10-03 17:22:04
587,2014-10-03 17:22:04
588,2014-10-03 17:22:04
589,2014-10-03 17:23:07
590,2014-10-03 17:23:07
591,2014-10-03 17:23:07
592,2014-10-03 17:23:12
593,2014-10-03 17:23:12
594,2014-10-03 17:23:12
595,2014-10-03 17:23:54
596,2014-10-03 17:23:54
597,2014-10-03 17:23:54
598,2014-10-03 17:24:42
599,2014-10-03 17:24:42
600,2014-10-03 17:24:42
601,2014-10-03 17:26:01
602,2014-10-03 17:26:01
603,2014-10-03 17:26:01
604,2014-10-03 17:27:05
605,2014-10-03 17:27:05
606,2014-10-03 17:27:05
607,2014-10-03 17:27:11
608,2014-10-03 17:27:11
609,2014-10-03 17:27:11
610,2014-10-03 17:27:52
611,2014-10-03 17:27:52
612,2014-10-03 17:27:52
613,2014-10-03 17:28:15
614,2014-10-03 17:28:15
615,2014-10-03 17:28:15
616,2014-10-03 17:28:22
617,2014-10-03 17:28:22
618,2014-10-03 17:28:22
619,2014-10-03 17:29:03
620,2014-10-03 17:29:03
621,2014-10-03 17:29:03
622,2014-10-03 17:29:52
623,2014-10-03 17:29:52
624,2014-10-03 17:29:52
625,2014-10-03 17:30:53
626,2014-10-03 17:30:53
627,2014-10-03 17:30:53
628,2014-10-03 17:31:08
629,2014-10-03 17:31:08
630,2014-10-03 17:31:08
631,2014-10-03 17:32:31
632,2014-10-03 17:32:31
633,2014-10-03 17:32:31
634,2014-10-03 17:32:58
635,2014-10-03 17:32:58
636,2014-10-03 17:32:58
637,2014-10-03 17:33:09
638,2014-10-03 17:33:09
639,2014-10-03 17:33:09
640,2014-10-03 17:37:02
641,2014-10-03 17:37:02
642,2014-10-03 17:37:02
643,2014-10-03 17:37:06
644,2014-10-03 17:37:06
645,2014-10-03 17:37:06
646,2014-10-03 17:37:54
647,2014-10-03 17:37:54
648,2014-10-03 17:37:54
649,2014-10-03 17:38:33
650,2014-10-03 17:38:33
651,2014-10-03 17:38:33
652,2014-10-03 17:38:39
653,2014-10-03 17:38:39
654,2014-10-03 17:38:39
655,2014-10-03 17:40:54
656,2014-10-03 17:40:54
657,2014-10-03 17:40:54
658,2014-10-03 17:41:23
659,2014-10-03 17:41:23
660,2014-10-03 17:41:23
661,2014-10-03 17:41:41
662,2014-10-03 17:41:41
663,2014-10-03 17:41:41
664,2014-10-03 17:43:23
665,2014-10-03 17:43:23
666,2014-10-03 17:43:23
667,2014-10-03 17:44:53
668,2014-10-03 17:44:53
669,2014-10-03 17:44:53
670,2014-10-03 17:45:49
671,2014-10-03 17:45:49
672,2014-10-03 17:45:49
673,2014-10-03 17:46:29
674,2014-10-03 17:46:29
675,2014-10-03 17:46:29
676,2014-10-03 17:49:32
677,2014-10-03 17:49:32
678,2014-10-03 17:49:32
679,2014-10-03 17:50:32
680,2014-10-03 17:50:32
681,2014-10-03 17:50:32
682,2014-10-03 17:51:04
683,2014-10-03 17:51:04
684,2014-10-03 17:51:04
685,2014-10-03 17:51:34
686,2014-10-03 17:51:34
687,2014-10-03 17:51:34
688,2014-10-03 17:53:44
689,2014-10-03 17:53:44
690,2014-10-03 17:53:44
691,2014-10-03 17:54:35
692,2014-10-03 17:54:35
693,2014-10-03 17:54:35
694,2014-10-03 17:55:00
695,2014-10-03 17:55:00
696,2014-10-03 17:55:00
697,2014-10-03 17:56:05
698,2014-10-03 17:56:05
699,2014-10-03 17:56:05
700,2014-10-03 17:56:31
701,2014-10-03 17:56:31
702,2014-10-03 17:56:31
703,2014-10-03 18:00:07
704,2014-10-03 18:00:07
705,2014-10-03 18:00:07
706,2014-10-03 18:00:28
707,2014-10-03 18:00:28
708,2014-10-03 18:00:28
709,2014-10-03 18:00:41
710,2014-10-03 18:00:41
711,2014-10-03 18:00:41
712,2014-10-03 18:02:05
713,2014-10-03 18:02:05
714,2014-10-03 18:02:05
715,2014-10-03 18:03:29
716,2014-10-03 18:03:29
717,2014-10-03 18:03:29
718,2014-10-03 18:03:50
719,2014-10-03 18:03:50
720,2014-10-03 18:03:50
721,2014-10-03 18:04:06
722,2014-10-03 18:04:06
723,2014-10-03 18:04:06
724,2014-10-03 18:04:28
725,2014-10-03 18:04:28
726,2014-10-03 18:04:28
727,2014-10-03 18:05:15
728,2014-10-03 18:05:15
729,2014-10-03 18:05:15
730,2014-10-03 18:05:35
731,2014-10-03 18:05:35
732,2014-10-03 18:05:35
733,2014-10-03 18:06:12
734,2014-10-03 18:06:12
735,2014-10-03 18:06:12
736,2014-10-03 18:06:43
737,2014-10-03 18:06:43
738,2014-10-03 18:06:43
739,2014-10-03 18:07:14
740,2014-10-03 18:07:14
741,2014-10-03 18:07:14
742,2014-10-03 18:08:38
743,2014-10-03 18:08:38
744,2014-10-03 18:08:38
745,2014-10-03 18:09:41
746,2014-10-03 18:09:41
747,2014-10-03 18:09:41
748,2014-10-03 18:11:20
749,2014-10-03 18:11:20
750,2014-10-03 18:11:20
751,2014-10-03 18:12:34
752,2014-10-03 18:12:34
753,2014-10-03 18:12:34
754,2014-10-03 18:12:39
755,2014-10-03 18:12:39
756,2014-10-03 18:12:39
757,2014-10-03 18:14:03
758,2014-10-03 18:14:03
759,2014-10-03 18:14:03
760,2014-10-03 18:15:05
761,2014-10-03 18:15:05
762,2014-10-03 18:15:05
763,2014-10-03 18:15:38
764,2014-10-03 18:15:38
765,2014-10-03 18:15:38
766,2014-10-03 18:15:55
767,2014-10-03 18:15:55
768,2014-10-03 18:15:55
769,2014-10-03 18:19:53
770,2014-10-03 18:19:53
771,2014-10-03 18:19:53
772,2014-10-03 18:21:52
773,2014-10-03 18:21:52
774,2014-10-03 18:21:52
775,2014-10-03 18:23:47
776,2014-10-03 18:23:47
777,2014-10-03 18:23:47
778,2014-10-03 18:26:11
779,2014-10-03 18:26:11
780,2014-10-03 18:26:11
781,2014-10-03 18:26:39
782,2014-10-03 18:26:39
783,2014-10-03 18:26:39
784,2014-10-03 18:27:46
785,2014-10-03 18:27:46
786,2014-10-03 18:27:46
787,2014-10-03 18:27:59
788,2014-10-03 18:27:59
789,2014-10-03 18:27:59
790,2014-10-03 18:28:05
791,2014-10-03 18:28:05
792,2014-10-03 18:28:05
793,2014-10-03 18:28:34
794,2014-10-03 18:28:34
795,2014-10-03 18:28:34
796,2014-10-03 18:28:50
797,2014-10-03 18:28:50
798,2014-10-03 18:28:50
799,2014-10-03 18:29:15
800,2014-10-03 18:29:15
801,2014-10-03 18:29:15
802,2014-10-03 18:29:55
803,2014-10-03 18:29:55
804,2014-10-03 18:29:55
805,2014-10-03 18:32:06
806,2014-10-03 18:32:06
807,2014-10-03 18:32:06
808,2014-10-03 18:32:41
809,2014-10-03 18:32:41
810,2014-10-03 18:32:41
811,2014-10-03 18:33:04
812,2014-10-03 18:33:04
813,2014-10-03 18:33:04
814,2014-10-03 18:40:45
815,2014-10-03 18:40:45
816,2014-10-03 18:40:45
817,2014-10-03 18:41:49
818,2014-10-03 18:41:49
819,2014-10-03 18:41:49
820,2014-10-03 18:44:10
821,2014-10-03 18:44:10
822,2014-10-03 18:44:10
823,2014-10-03 18:47:42
824,2014-10-03 18:47:42
825,2014-10-03 18:47:42
826,2014-10-03 18:47:42
827,2014-10-03 18:47:42
828,2014-10-03 18:47:42
829,2014-10-03 18:48:10
830,2014-10-03 18:48:10
831,2014-10-03 18:48:10
832,2014-10-03 18:50:41
833,2014-10-03 18:50:41
834,2014-10-03 18:50:41
835,2014-10-03 18:50:56
836,2014-10-03 18:50:56
837,2014-10-03 18:50:56
838,2014-10-03 18:55:48
839,2014-10-03 18:55:48
840,2014-10-03 18:55:48
841,2014-10-03 18:57:15
842,2014-10-03 18:57:15
843,2014-10-03 18:57:15
844,2014-10-03 19:04:43
845,2014-10-03 19:04:43
846,2014-10-03 19:04:43
847,2014-10-03 19:06:05
848,2014-10-03 19:06:05
849,2014-10-03 19:06:05
850,2014-10-03 19:06:36
851,2014-10-03 19:06:36
852,2014-10-03 19:06:36
853,2014-10-03 19:09:06
854,2014-10-03 19:09:06
855,2014-10-03 19:09:06
856,2014-10-03 19:09:17
857,2014-10-03 19:09:17
858,2014-10-03 19:09:17
859,2014-10-03 19:10:59
860,2014-10-03 19:10:59
861,2014-10-03 19:10:59
862,2014-10-03 19:13:08
863,2014-10-03 19:13:08
864,2014-10-03 19:13:08
865,2014-10-03 19:14:20
866,2014-10-03 19:14:20
867,2014-10-03 19:14:20
868,2014-10-03 19:15:00
869,2014-10-03 19:15:00
870,2014-10-03 19:15:00
871,2014-10-03 19:15:41
872,2014-10-03 19:15:41
873,2014-10-03 19:15:41
874,2014-10-03 19:16:01
875,2014-10-03 19:16:01
876,2014-10-03 19:16:01
877,2014-10-03 19:17:12
878,2014-10-03 19:17:12
879,2014-10-03 19:17:12
880,2014-10-03 19:17:30
881,2014-10-03 19:17:30
882,2014-10-03 19:17:30
883,2014-10-03 19:18:00
884,2014-10-03 19:18:00
885,2014-10-03 19:18:00
886,2014-10-03 19:18:45
887,2014-10-03 19:18:45
888,2014-10-03 19:18:45
889,2014-10-03 19:19:00
890,2014-10-03 19:19:00
891,2014-10-03 19:19:00
892,2014-10-03 19:19:18
893,2014-10-03 19:19:18
894,2014-10-03 19:19:18
895,2014-10-03 19:20:14
896,2014-10-03 19:20:14
897,2014-10-03 19:20:14
898,2014-10-03 19:20:31
899,2014-10-03 19:20:31
900,2014-10-03 19:20:31
901,2014-10-03 19:20:49
902,2014-10-03 19:20:49
903,2014-10-03 19:20:49
904,2014-10-03 19:20:50
905,2014-10-03 19:20:50
906,2014-10-03 19:20:50
907,2014-10-03 19:21:16
908,2014-10-03 19:21:16
909,2014-10-03 19:21:16
910,2014-10-03 19:27:33
911,2014-10-03 19:27:33
912,2014-10-03 19:27:33
913,2014-10-03 19:27:53
914,2014-10-03 19:27:53
915,2014-10-03 19:27:53
916,2014-10-03 19:28:17
917,2014-10-03 19:28:17
918,2014-10-03 19:28:17
919,2014-10-03 19:28:49
920,2014-10-03 19:28:49
921,2014-10-03 19:28:49
922,2014-10-03 19:29:11
923,2014-10-03 19:29:11
924,2014-10-03 19:29:11
925,2014-10-03 19:29:37
926,2014-10-03 19:29:37
927,2014-10-03 19:29:37
928,2014-10-03 19:29:51
929,2014-10-03 19:29:51
930,2014-10-03 19:29:51
931,2014-10-03 19:30:20
